koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,koi_kepmag
FALSE POSITIVE,0,0,1,0,0,0.855763492,132.351325,0.917,3.64361,131660,72.82,2464,8674.28,598.4,1,q1_q17_dr25_tce,6679,4.286,1.326,13.788
FALSE POSITIVE,0,0,1,0,0,2.045166206,132.3655682,0.661,6.84312,263640,131.41,2422,8125.86,1488.6,1,q1_q17_dr25_tce,7128,3.95,2.135,11.704
FALSE POSITIVE,0,1,0,0,0,2.41349123,133.5687,0.728,11.29,57,2.11,2348,7197.15,38.1,1,q1_q17_dr25_tce,6628,3.783,2.595,13.253
FALSE POSITIVE,0,0,0,1,0,0.447820618,131.833123,0.317,0.4199,58.3,1.42,3141,23149.06,28.4,1,q1_q17_dr25_tce,5927,3.988,1.607,12.77
FALSE POSITIVE,0,0,1,1,1,1.23133063,131.82495,0.051,3.7,78.9,0.54,1072,311.53,17.6,1,q1_q17_dr25_tce,4237,4.63,0.631,14.875
FALSE POSITIVE,0,1,0,1,1,0.61566096,131.8348,0.161,2.669,13.9,0.84,3459,33790.36,8.5,1,q1_q17_dr25_tce,6619,3.89,2.23,13.74
FALSE POSITIVE,0,1,0,1,1,1.23140522,131.7715,0.412,3.338,51.3,0.81,1756,2252.47,10.8,1,q1_q17_dr25_tce,5600,4.32,1.118,15.149
FALSE POSITIVE,0,0,0,0,1,31.9714488,133.8889,0.34,8.52,42.9,0.87,674,48.92,9.2,1,q1_q17_dr25_tce,5846,4.169,1.323,13.04
FALSE POSITIVE,0,0,1,0,0,9.762550001,131.671965,1.006,4.87531,41580,68.93,1375,843.46,827,1,q1_q17_dr25_tce,7199,4.055,1.95,12.25
FALSE POSITIVE,0,0,0,0,1,2.521265,132.848,0.463,2.69,36.5,1.16,2049,4175.66,5.9,1,q1_q17_dr25_tce,6306,3.828,1.874,12.227
FALSE POSITIVE,0,0,1,0,0,5.674353343,135.7548264,1.167,4.17722,36484,51.63,1053,290.75,1098.3,1,q1_q17_dr25_tce,5594,4.303,1.071,14.215
FALSE POSITIVE,0,0,1,0,0,0.734426335,131.931739,0.971,2.7415,99056,51.42,2106,4660.36,429.7,1,q1_q17_dr25_tce,6108,4.471,0.997,13.47
FALSE POSITIVE,0,0,0,1,1,0.734426409,131.92972,0.039,1.569,94.1,0.98,2223,5800.4,10.4,1,q1_q17_dr25_tce,6406,4.458,1.005,15.588
FALSE POSITIVE,0,0,1,0,0,13.78252221,139.480567,0.718,8.27762,248940,41.84,605,31.69,1524.1,1,q1_q17_dr25_tce,5246,4.604,0.668,12.809
FALSE POSITIVE,0,0,0,1,1,1.89121656,132.7016,0.404,5.14,66.8,0.73,1434,997.34,10.7,1,q1_q17_dr25_tce,5741,4.438,0.884,15.203
FALSE POSITIVE,0,0,1,0,0,3.693702974,135.194906,1.19,3.37146,25208,62.55,1453,1054.1,568.7,1,q1_q17_dr25_tce,6309,4.265,1.396,14.469
FALSE POSITIVE,0,0,1,0,0,10.26561325,136.4886955,0.667,5.67553,150460,61.45,1000,236.6,5640,1,q1_q17_dr25_tce,5865,4.169,1.423,10.885
FALSE POSITIVE,0,0,1,0,0,2.163569702,132.936317,1.116,7.60963,54518,85.64,1996,3760.06,1513.2,1,q1_q17_dr25_tce,6425,4.04,1.718,12.155
FALSE POSITIVE,0,0,1,1,1,0.730956716,132.21412,0.129,2.097,27.8,0.57,2192,5431.8,11.2,1,q1_q17_dr25_tce,6028,4.371,1.078,13.707
FALSE POSITIVE,0,0,0,1,1,7.04715073,132.7471,0.272,1.434,282.5,1.54,932,178.49,9.8,1,q1_q17_dr25_tce,5941,4.519,0.911,15.583
FALSE POSITIVE,0,0,1,0,0,7.047106212,132.75015,1.077,3.16223,69626,119.64,1846,2744.25,548.5,1,q1_q17_dr25_tce,8162,3.973,2.321,9.002
FALSE POSITIVE,0,1,0,0,0,0.961292561,121.4629897,0.579,4.64294,325530,92.55,2344,7160.97,1703,1,q1_q17_dr25_tce,6300,4.188,1.404,12.221
FALSE POSITIVE,0,0,1,0,0,63.68192888,167.547736,0.583,12.6047,341720,71.45,486,13.15,963.5,1,q1_q17_dr25_tce,5979,4.386,1.054,14.995
FALSE POSITIVE,0,0,1,0,0,9.455586047,133.670388,0.791,8.42272,115170,178.47,1972,3576.17,1876.9,1,q1_q17_dr25_tce,7221,3.488,4.24,11.554
FALSE POSITIVE,0,0,1,0,0,1.246585716,132.0206985,0.427,4.62051,406770,81.28,1992,3709.26,2165.3,1,q1_q17_dr25_tce,6440,4.369,1.183,14.283
FALSE POSITIVE,0,0,1,0,1,0.898932836,131.81613,0.565,2.437,61.1,1.51,2489,9056.7,22.3,1,q1_q17_dr25_tce,5712,3.959,1.872,14.173
FALSE POSITIVE,0,0,0,1,1,3.45423296,131.71294,0.893,2.965,149.8,0.95,743,71.74,10.2,1,q1_q17_dr25_tce,4186,4.662,0.635,15.726
FALSE POSITIVE,0,0,1,0,0,7.304451735,135.0252768,1.013,4.09326,143630,59.02,931,177.19,2096.8,1,q1_q17_dr25_tce,6024,4.523,0.9,14.989
FALSE POSITIVE,0,0,1,0,0,1.181046137,132.122922,1.165,2.6923,52609,37.78,1389,878.27,324.4,1,q1_q17_dr25_tce,5229,4.58,0.692,15.725
FALSE POSITIVE,,1,0,0,0,0.68396452,131.7130275,,1.3,,,,,,1,q1_q17_dr24_tce,,,,12.939
FALSE POSITIVE,0,0,1,0,0,2.025580416,131.864175,0.434,4.48448,44998,43.23,2102,4618.62,987.8,1,q1_q17_dr25_tce,6348,3.996,1.99,12.777
FALSE POSITIVE,,0,0,1,0,58.64379,156.9092,0.226,24.44,182.1,1.05,437,8.59,12,1,q1_q17_dr24_tce,5833,4.537,0.775,14.935
FALSE POSITIVE,0,0,1,0,0,20.28281916,137.05176,0.719,36.048,2797.5,22.46,1141,401.55,306.7,1,q1_q17_dr25_tce,5043,3.284,3.956,11.777
FALSE POSITIVE,0,0,1,0,0,4.931365987,133.153013,0.686,14.7088,255950,139.59,1755,2239.55,772.7,1,q1_q17_dr25_tce,6562,3.835,2.263,13.254
FALSE POSITIVE,0,0,1,0,0,4.331392455,134.7274476,0.306,3.7278,200400,38.82,1051,288.51,1234.3,1,q1_q17_dr25_tce,5655,4.472,0.854,12.612
FALSE POSITIVE,0,0,1,0,0,345.1846728,228.840845,1.179,6.5468,29989,44.91,257,1.03,687.5,1,q1_q17_dr25_tce,5712,4.424,0.971,14.023
FALSE POSITIVE,0,0,1,0,0,9.58405667,138.8710106,0.798,6.82752,119630,99.66,1212,510.85,2595.9,1,q1_q17_dr25_tce,5605,3.813,2.275,13.094
FALSE POSITIVE,0.006,0,0,1,0,5.2436612,132.7337,0.436,11.39,88.3,1.1,1249,574.76,14.5,1,q1_q17_dr25_tce,6598,4.387,1.145,15.479
FALSE POSITIVE,,0,1,0,1,3.7789374,132.1163,0.6778,10.767,56,0.48,860,129.06,15.1,1,q1_q17_dr24_tce,5017,4.653,0.605,13.548
FALSE POSITIVE,0,0,1,0,0,1.88984957,131.910944,1.182,19.45,249670,73.04,1221,526.5,401.5,1,q1_q17_dr25_tce,5328,4.571,0.716,13.035
FALSE POSITIVE,0.039,1,0,1,0,2.49904083,133.3698,0.01,2.651,128.2,1.04,1258,592.18,8.1,1,q1_q17_dr25_tce,5525,4.458,0.93,15.671
FALSE POSITIVE,0,0,0,0,1,1.99567242,132.87321,0.564,3.58,18,0.75,2137,4939.44,14.2,1,q1_q17_dr25_tce,6773,4.063,1.69,11.945
FALSE POSITIVE,0,1,0,0,0,0.89879279,131.6716,0.249,1.031,26.6,0.57,2116,4765.1,5.7,1,q1_q17_dr25_tce,6224,4.373,1.096,11.203
FALSE POSITIVE,0,0,1,0,0,16.43435283,136.2884989,0.572,5.15682,45700,25.25,789,91.8,2171.4,1,q1_q17_dr25_tce,5963,4.322,1.134,13.814
FALSE POSITIVE,0,0,1,1,1,0.566793818,131.8298,0.985,4.929,100.3,1.17,2027,3972.65,18.3,1,q1_q17_dr25_tce,5707,4.538,0.828,15.67
FALSE POSITIVE,0,0,0,0,1,0.566797474,131.8117,0.575,2.708,98.8,1.04,2270,6276.39,12.3,1,q1_q17_dr25_tce,6046,4.478,1.007,15.916
FALSE POSITIVE,0,0,1,1,0,1.585673651,132.013007,1.148,3.20763,44116,50.53,1648,1740.78,717.5,1,q1_q17_dr25_tce,6117,4.457,1.025,15.634
FALSE POSITIVE,0,0,1,0,0,14.79721916,144.6959608,0.157,7.61037,252700,47.71,787,90.8,7795.3,1,q1_q17_dr25_tce,6343,4.495,0.931,14.185
FALSE POSITIVE,0,0,1,0,0,6.49066214,132.0676273,0.798,3.47128,195090,33.46,621,35.28,1680,1,q1_q17_dr25_tce,4448,4.684,0.563,15.507
FALSE POSITIVE,0,0,1,0,0,7.11879848,137.1575204,0.983,4.11282,107660,41.17,819,106.52,1483.2,1,q1_q17_dr25_tce,5578,4.601,0.754,15.758
FALSE POSITIVE,0,0,0,1,0,6.99510404,136.6223392,0.77,1.7556,71.8,216.92,7492,744614.96,6.3,1,q1_q17_dr25_tce,3681,0.25,229.908,12.843
FALSE POSITIVE,0,0,1,0,0,2.897829967,132.6047388,0.756,3.17788,163090,54.35,1454,1054.79,1305.8,1,q1_q17_dr25_tce,6318,4.366,1.077,13.648
FALSE POSITIVE,0,0,1,0,0,0.706428634,132.1461749,0.393,1.75182,372130,47.64,1416,951.77,1066.7,1,q1_q17_dr25_tce,4429,4.569,0.736,15.159
FALSE POSITIVE,0,0,1,0,0,10.8632531,141.6569,1.187,37.68,188.2,19.93,802,98.04,25.4,1,q1_q17_dr25_tce,5896,4.516,0.914,15.429
FALSE POSITIVE,0,0,1,0,0,1.46842648,132.165432,0.633,6.6666,151000,40.3,1559,1402.93,622.8,1,q1_q17_dr25_tce,5539,4.381,0.959,13.283
FALSE POSITIVE,0,0,1,0,0,4.305917719,132.3501939,0.549,5.61993,361390,71.49,1266,607.76,6104.8,1,q1_q17_dr25_tce,6502,4.44,1.037,12.817
FALSE POSITIVE,0,1,0,0,0,1.28659726,132.1114,,3.53,,,,6865.96,,1,q1_q17_dr25_tce,,,,11.308
FALSE POSITIVE,0,0,1,1,1,2.535389624,133.38659,1.189,2.902,418.1,16.24,1113,362.73,27.3,1,q1_q17_dr25_tce,5488,4.629,0.706,15.561
FALSE POSITIVE,0,1,0,0,0,1.627538928,131.91531,0.769,5.583,39,1.42,2520,9504.13,29.9,1,q1_q17_dr25_tce,6854,3.934,2.088,12.76
FALSE POSITIVE,0,0,1,0,0,1.506503686,132.9914262,0.401,5.02151,477100,178.15,3250,26341.29,3289.1,1,q1_q17_dr25_tce,8751,4.026,2.352,13.249
FALSE POSITIVE,0,0,1,0,0,1.679585725,131.5600829,0.97,7.34648,101790,28.99,970,209.45,1884.3,1,q1_q17_dr25_tce,4462,4.7,0.554,12.833
FALSE POSITIVE,0,0,1,0,0,5.40346248,133.7451943,0.521,7.6494,261350,108.46,1559,1398.38,2851.3,1,q1_q17_dr25_tce,6350,3.921,1.984,13.615
FALSE POSITIVE,0.303,0,1,0,0,0.824851807,131.6271509,1.185,1.93637,30099,78,2539,9801.46,642.2,1,q1_q17_dr25_tce,5658,3.903,1.654,12.372
FALSE POSITIVE,0,0,1,1,1,0.82484293,131.6424,0.03,1.383,618.6,97.92,8138,1040816.86,10,1,q1_q17_dr25_tce,4148,1.458,41.424,12.721
FALSE POSITIVE,0,0,1,1,1,4.4473549,133.8362,0.98,18.99,203.6,1.52,954,195.56,25.9,1,q1_q17_dr25_tce,5531,4.597,0.764,15.989
FALSE POSITIVE,0,0,0,1,1,7.51509713,138.09408,0.934,2.62,187.1,1.23,685,51.99,10.1,1,q1_q17_dr25_tce,4867,4.63,0.696,15.52
FALSE POSITIVE,0,0,1,0,0,7.51514595,138.0800379,0.84,3.54486,117460,35.8,842,118.99,1676.8,1,q1_q17_dr25_tce,5624,4.516,0.777,13.711
FALSE POSITIVE,0,0,1,0,0,19.23003819,132.5814956,0.694,7.04412,266180,186.53,1361,810.65,7232.1,1,q1_q17_dr25_tce,7703,3.844,2.916,12.241
FALSE POSITIVE,0,0,1,0,0,21.12000574,150.128392,0.986,2.05573,13054,31.2,880,141.75,443.9,1,q1_q17_dr25_tce,6195,4.069,1.598,11.51
FALSE POSITIVE,0,1,0,0,0,0.82206761,132.243022,1.216,3.8281,26190,91.21,2941,17747.85,486.3,1,q1_q17_dr25_tce,6531,3.962,1.921,13.388
FALSE POSITIVE,0,0,1,0,0,45.03558951,132.633531,0.499,9.8341,404840,82.4,600,30.66,1763.5,1,q1_q17_dr25_tce,6484,4.386,1.153,14.529
FALSE POSITIVE,0,1,0,0,0,3.10197712,133.78902,0.984,7.083,124.6,2.64,2246,6009.05,63.3,1,q1_q17_dr25_tce,8709,4.232,1.797,12.075
FALSE POSITIVE,0,0,1,0,0,2.618414643,134.044367,0.356,4.99923,200860,109.33,2582,10502.8,3260,1,q1_q17_dr25_tce,8143,3.96,2.361,11.727
FALSE POSITIVE,0,0,0,1,1,2.61844178,134.03782,0.182,3.203,45.1,2.16,2033,4044.74,12.7,1,q1_q17_dr25_tce,5088,3.502,3.293,12.388
FALSE POSITIVE,0,0,1,0,0,19.40795816,135.3915368,0.905,6.09676,142060,44.96,633,37.92,2506.6,1,q1_q17_dr25_tce,5702,4.485,0.799,15.521
FALSE POSITIVE,0,1,0,0,1,0.933747375,131.5199,1.063,5.974,198.9,8.93,2003,3820.18,35.9,1,q1_q17_dr25_tce,6224,4.454,1.024,14.74
FALSE POSITIVE,0,0,1,0,0,37.9102139,162.458419,0.963,3.11152,103470,29.45,358,3.89,1065.9,1,q1_q17_dr25_tce,4623,4.686,0.56,14.43
FALSE POSITIVE,0,0,0,1,1,3.74785307,134.17465,0.217,3.444,145.9,9.04,2440,8389.62,17,1,q1_q17_dr25_tce,4929,3.001,7.7,13.846
FALSE POSITIVE,0,0,1,0,0,3.747835042,134.1877331,0.547,5.28519,188920,141.7,2697,12482.82,6016.2,1,q1_q17_dr25_tce,8529,3.769,3.065,9.532
FALSE POSITIVE,,0,1,0,0,0.94754848,132.266431,11.1936,1.7347,11348,224.79,622,35.37,44.7,1,q1_q17_dr24_tce,3246,5.087,0.2,13.497
FALSE POSITIVE,0,0,0,1,1,1.75643185,132.0575,0.115,2.397,51.6,0.58,1366,821.36,9.6,1,q1_q17_dr25_tce,5696,4.57,0.812,14.529
FALSE POSITIVE,0,0,1,0,0,1.756466865,132.030299,0.824,4.7781,188220,87.4,1831,2652.65,541.9,1,q1_q17_dr25_tce,5726,4.077,1.465,10.46
FALSE POSITIVE,0,0,1,0,0,33.15947581,159.8126411,0.768,9.01353,222170,146.47,1068,307.53,3733.6,1,q1_q17_dr25_tce,7967,4.001,2.379,11.562
FALSE POSITIVE,0,0,1,0,0,46.14869106,173.238091,0.002,19.092,349630,114.2,647,41.46,1021.3,1,q1_q17_dr25_tce,5383,3.908,1.935,12.387
FALSE POSITIVE,0,0,1,0,0,60.2976774,161.854691,0.596,14.2561,315890,63.57,481,12.63,1215.8,1,q1_q17_dr25_tce,5995,4.434,0.977,15.68
FALSE POSITIVE,0,0,1,0,0,1.703347524,132.4680448,0.223,3.3039,504410,47.62,1202,495.27,1288,1,q1_q17_dr25_tce,5325,4.657,0.648,12.524
FALSE POSITIVE,0,0,0,1,1,1.70332915,132.47294,0.307,1.663,98.5,0.86,1420,965.03,8.9,1,q1_q17_dr25_tce,5749,4.547,0.864,15.191
FALSE POSITIVE,0,0,0,1,0,20.413812,148.5092,1.158,5.806,496.4,16.5,586,27.84,11.6,1,q1_q17_dr25_tce,5514,4.569,0.826,15.38
FALSE POSITIVE,0,0,1,0,0,67.41958542,133.431122,0.72,7.645,182170,49.46,470,11.48,836,1,q1_q17_dr25_tce,6071,4.425,0.962,13.924
FALSE POSITIVE,0,1,0,0,0,7.363572395,138.70442,0.922,5.7545,129700,82.22,1287,649.25,224.9,2,q1_q17_dr25_tce,6793,4.208,1.508,13.102
FALSE POSITIVE,0,0,1,0,0,33.69320154,158.866724,0.379,7.44219,508770,68.86,518,17.07,1618.4,1,q1_q17_dr25_tce,5427,4.448,0.899,14.898
FALSE POSITIVE,0,0,1,0,0,1.120997701,131.48486,1.114,11.243,145.6,66.58,3992,60096.61,58.1,1,q1_q17_dr25_tce,6720,3.373,4.845,12.964
FALSE POSITIVE,0,0,1,0,0,1.874967748,132.701553,0.817,10.0159,31526,378.99,4440,91765.97,1566.6,1,q1_q17_dr25_tce,4588,2.232,18.328,10.805
FALSE POSITIVE,0,0,0,1,1,2.40440112,133.1975,0.669,5.49,27.1,0.42,1172,447.52,16.7,1,q1_q17_dr25_tce,5433,4.55,0.769,12.632
FALSE POSITIVE,0,0,0,1,1,21.926779,135.5453,0.542,10.05,198.6,1.26,618,34.52,10.5,1,q1_q17_dr25_tce,5853,4.544,0.868,15.407
FALSE POSITIVE,0,0,1,0,0,25.70600117,156.644215,0.43,10.969,464960,67.11,579,26.55,2008.1,1,q1_q17_dr25_tce,5642,4.498,0.903,13.592
FALSE POSITIVE,,1,0,0,0,501.90703,205.619,0.0805,12.43,306.9,1.83,254,0.99,10.3,1,q1_q17_dr24_tce,6316,4.413,1.036,14.131
FALSE POSITIVE,0,0,1,0,0,3.115304946,133.1240488,0.89,4.88748,149520,61.66,1404,918.39,1398.8,1,q1_q17_dr25_tce,6367,4.419,1.087,14.154
FALSE POSITIVE,0,1,0,0,1,12.422524,141.875,0.566,13.55,33.9,0.86,1107,354.37,6.7,1,q1_q17_dr25_tce,7225,4.281,1.414,13.087
FALSE POSITIVE,,0,1,0,1,12.4269264,141.4499,0.04,21.826,126.6,1.66,906,159.5,28.3,1,q1_q17_dr24_tce,5349,4.044,1.505,13.994
FALSE POSITIVE,0,1,0,1,1,12.4261809,141.5307,0.98,29.09,92.2,1.88,976,214.85,39,1,q1_q17_dr25_tce,5948,4.106,1.432,13.219
FALSE POSITIVE,,1,0,0,0,0.61810542,131.74488,1.2326,6.666,12264,39.52,1994,3735.52,118.7,1,q1_q17_dr24_tce,5371,4.403,0.949,14.684
FALSE POSITIVE,0,0,0,1,0,1.06995136,132.30469,0.176,1.322,54.8,0.9,1991,3730.45,10.8,1,q1_q17_dr25_tce,5869,4.274,1.221,14.174
FALSE POSITIVE,0,0,1,0,0,2.158398259,131.894054,0.996,8.1633,93038,101.02,1829,2649.52,217,1,q1_q17_dr25_tce,5210,3.778,1.946,13.024
FALSE POSITIVE,,0,1,0,0,359.534371,218.68613,100.806,24.205,5732,64333.8,491,13.7,96,2,q1_q17_dr24_tce,5087,3.183,5.899,13.925
FALSE POSITIVE,,1,0,0,0,534.86668,209.0227,0.113,8.19,565,4.3,328,2.74,8.3,1,q1_q17_dr24_tce,6668,4.074,1.791,13.845
FALSE POSITIVE,0,1,0,0,0,1.39797542,131.6767,0.077,9.06,43.2,0.49,1316,709.8,15.5,1,q1_q17_dr25_tce,5074,4.536,0.761,12.763
FALSE POSITIVE,0,0,0,0,1,2.2127498,132.7452,0.229,3.054,22.7,0.68,1801,2494.14,9.3,1,q1_q17_dr25_tce,6195,4.106,1.405,13.386
FALSE POSITIVE,0,1,0,0,0,0.776976021,132.2745574,1.222,1.95401,21245,48.15,2083,4459.03,1582.9,2,q1_q17_dr25_tce,5999,4.423,1.042,12.723
FALSE POSITIVE,0,0,1,0,0,2.25353739,132.486708,0.82,5.74622,182830,96.65,2056,4215.56,904.8,1,q1_q17_dr25_tce,6951,4.119,1.662,13.451
FALSE POSITIVE,0,0,1,0,0,17.99646148,139.5431461,1.091,4.65638,62755,114.45,1004,240.38,1951.8,1,q1_q17_dr25_tce,5684,3.788,2.249,11.511
FALSE POSITIVE,0,0,1,0,0,1.386249249,132.742206,1.135,2.99104,47188,78.6,2137,4939.8,560,1,q1_q17_dr25_tce,6226,4.135,1.594,11.766
FALSE POSITIVE,,1,0,0,0,0.53482911,131.7369,0.3597,0.996,704,0.54,753,75.82,9.8,1,q1_q17_dr24_tce,3229,5.08,0.201,16.67
FALSE POSITIVE,0,1,0,0,1,0.566799833,131.64094,0.851,5.543,198,1.27,1900,3084.6,54,1,q1_q17_dr25_tce,5488,4.584,0.789,15.524
FALSE POSITIVE,0,1,0,1,1,0.566795728,131.8148,0.653,2.79,18.9,0.64,2755,13656.59,12.4,1,q1_q17_dr25_tce,6130,4.151,1.393,13.379
FALSE POSITIVE,0,0,1,0,0,14.66575978,139.5741023,0.576,3.65814,336980,67.17,712,60.89,1143.6,1,q1_q17_dr25_tce,5385,4.369,1.002,15.213
FALSE POSITIVE,0,1,0,1,1,0.566780836,131.8749,0.005,4.937,60.9,0.75,2204,5608.62,18.7,1,q1_q17_dr25_tce,5949,4.493,0.962,15.328
FALSE POSITIVE,0,0,1,0,0,15.44605962,145.5341274,0.3,4.5963,330910,52.93,701,57.04,2025.2,1,q1_q17_dr25_tce,5838,4.529,0.897,15.488
FALSE POSITIVE,0.276,0,1,0,0,1.790518325,132.9384734,0.643,3.34624,61542,32.19,1850,2761.65,2493.3,1,q1_q17_dr25_tce,6586,4.319,1.219,12.45
FALSE POSITIVE,,1,0,0,0,1.03905082,132.5348,0.4522,3.035,43.8,0.87,2297,6581.45,9.9,1,q1_q17_dr24_tce,6558,4.239,1.28,13.835
FALSE POSITIVE,,1,0,1,0,0.503201954,131.78436,0.3279,0.167,43,2.99,3550,37526.28,8,1,q1_q17_dr24_tce,6157,3.827,2.306,11.626
FALSE POSITIVE,0,0,1,0,0,7.140373046,138.008012,0.309,7.07032,205260,61.56,1132,388.56,3250,1,q1_q17_dr25_tce,5945,4.168,1.333,13.232
FALSE POSITIVE,0,0,1,0,0,53.64708486,152.97204,0.432,19.9499,219100,142.04,753,75.91,3272.4,1,q1_q17_dr25_tce,5261,3.506,2.943,12.479
FALSE POSITIVE,0.003,0,1,0,0,2.496328637,132.2054088,1.199,2.73115,20527,112.28,2317,6804.42,1412.4,1,q1_q17_dr25_tce,6757,3.842,2.615,11.211
FALSE POSITIVE,0,0,1,0,0,16.31328124,136.853981,0.768,4.45731,71589,30.85,747,73.51,982.3,1,q1_q17_dr25_tce,6008,4.44,1.006,14.524
FALSE POSITIVE,0,0,1,0,0,1.721313779,132.5318957,0.315,3.54768,534620,83.69,1627,1658.35,742.8,1,q1_q17_dr25_tce,5960,4.371,1.073,15.187
FALSE POSITIVE,0,0,1,0,1,1.50650745,132.98683,0.677,2.622,27.8,1.13,2498,9242.43,14.4,1,q1_q17_dr25_tce,6839,4.003,2.02,12.491
FALSE POSITIVE,0,0,1,0,0,8.209514329,134.0632157,1.079,4.14104,141390,149.52,1371,834.79,6579.3,1,q1_q17_dr25_tce,6258,3.882,2.111,12.121
FALSE POSITIVE,0,0,1,0,0,3.431126546,133.593104,1.161,2.7986,40248,47.48,1251,580.05,308.5,1,q1_q17_dr25_tce,5815,4.349,0.969,13.681
FALSE POSITIVE,0,0,1,0,0,1.583334941,132.377894,0.781,4.4854,177070,52,1548,1362.14,368.8,1,q1_q17_dr25_tce,5846,4.472,0.953,14.932
FALSE POSITIVE,0,1,0,0,0,8.429438192,132.2922535,0.428,3.94306,456350,49.49,582,27.16,3072.5,1,q1_q17_dr25_tce,4268,4.602,0.68,14.117
FALSE POSITIVE,,0,0,1,0,7.9320191,136.4321,0.5896,8.18,125.1,1.04,811,102.05,8.8,1,q1_q17_dr24_tce,5219,4.441,0.905,15.223
FALSE POSITIVE,0,0,1,0,0,1.374249107,131.662968,0.771,5.3181,136660,96.85,2725,13078.76,520.3,1,q1_q17_dr25_tce,7053,3.958,2.121,13.549
FALSE POSITIVE,0,0,0,1,1,8.4804737,135.834,0.33,6.157,337,1.85,930,176.51,14.5,1,q1_q17_dr25_tce,6092,4.471,0.998,15.79
FALSE POSITIVE,,1,0,0,0,0.94242156,132.1165604,,1.89,,,,,,1,q1_q17_dr24_tce,,,,13.806
FALSE POSITIVE,0,0,1,0,0,4.994773558,136.1744922,0.416,4.48893,259760,62.69,1264,604.21,5742,1,q1_q17_dr25_tce,6253,4.271,1.181,13.038
FALSE POSITIVE,0,0,1,0,0,1.105094098,132.5461998,0.161,4.38191,730500,267.59,3771,47811.67,3732.8,1,q1_q17_dr25_tce,8011,3.773,2.927,13.651
CONFIRMED,1,0,0,0,0,6.842939,137.0596,,2.8,,,,99.24,,1,q1_q17_dr25_tce,,,,12.92
FALSE POSITIVE,0,0,1,0,0,0.8170226,132.022858,0.843,2.974,167700,57.56,1947,3416.07,240.1,1,q1_q17_dr25_tce,5780,4.438,1,17.206
FALSE POSITIVE,0,0,1,0,0,19.40669392,149.807826,0.424,5.27765,464520,57.97,597,30.05,1496.8,1,q1_q17_dr25_tce,5622,4.588,0.778,13.564
FALSE POSITIVE,0,0,1,0,0,7.143708297,137.8041949,0.162,5.83451,202680,44.78,943,187,2368.6,1,q1_q17_dr25_tce,5655,4.386,0.992,14.17
FALSE POSITIVE,0,0,1,1,1,0.952377862,132.335117,1.248,4.0869,2122.3,28.44,1713,2023.36,390.8,2,q1_q17_dr25_tce,5662,4.524,0.863,14.713
FALSE POSITIVE,0,0,1,0,0,3.521050679,134.218545,1.266,3.5323,4879.8,256.2,2434,8306.9,337.2,1,q1_q17_dr25_tce,5149,3.109,6.619,13.942
FALSE POSITIVE,0.019,0,1,0,0,1.941635737,133.1097354,1.071,2.46683,69814,59.71,1728,2109.03,1243.7,1,q1_q17_dr25_tce,6525,4.381,1.161,13.898
FALSE POSITIVE,0,0,1,0,0,0.539445498,131.898299,1.214,2.2821,25302,68.65,2959,18153.51,511.4,1,q1_q17_dr25_tce,6486,4.174,1.456,13.698
FALSE POSITIVE,0,0,1,0,0,20.7106853,134.03192,1.252,42.737,1003,89.55,1246,570.64,154.4,1,q1_q17_dr25_tce,6956,3.738,2.888,11.308
FALSE POSITIVE,0,0,1,0,0,2.521245368,132.8563627,0.231,4.24027,418380,56.59,1241,560.57,1495.4,1,q1_q17_dr25_tce,5605,4.486,0.854,13.231
FALSE POSITIVE,0,0,0,1,1,2.52122764,132.86973,0.298,2.249,127.3,0.91,1177,453.48,8.9,1,q1_q17_dr25_tce,5546,4.575,0.81,15.301
FALSE POSITIVE,,0,0,0,1,2.5212708,132.8596,0.3286,2.706,163.3,0.81,1003,238.81,7.8,1,q1_q17_dr24_tce,5110,4.674,0.637,15.894
FALSE POSITIVE,0,0,1,0,0,8.202869679,138.5109062,0.561,7.29811,345940,110.46,1190,474.09,6499.9,1,q1_q17_dr25_tce,6060,4.059,1.643,13.878
FALSE POSITIVE,0,0,1,0,0,3.442714533,132.3912568,1.142,3.36034,60039,47.02,1157,423.13,964.8,1,q1_q17_dr25_tce,5819,4.501,0.861,15.715
FALSE POSITIVE,0,0,0,1,1,475.91706,588.8926,1.222,22.86,967.3,28.22,221,0.56,15.3,2,q1_q17_dr25_tce,5334,4.372,1.004,15.259
FALSE POSITIVE,,1,0,0,0,0.858285844,131.87904,0.3323,1.799,43.4,0.9,2274,6321.2,10.8,3,q1_q17_dr24_tce,5945,4.196,1.346,14.808
FALSE POSITIVE,0,0,0,0,1,6.238315363,134.3054225,0.707,2.501,82.9,0.7,746,73.27,5.3,3,q1_q17_dr25_tce,4914,4.61,0.724,13.26
FALSE POSITIVE,0,0,1,0,0,2.115510941,131.99122,0.492,7.2877,415160,191.42,2701,12609.03,1351.5,1,q1_q17_dr25_tce,7563,3.883,2.638,12.119
